"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"5921","0","5.0","5","True","0.3425","3.7","2","46","3.7","19.0","30.9","10.2","47.1","1","11.7","131.76","10","52.92","6.5","29.3","6","3","14.9","19.5","2","1040.86","2836","0","Male","Positive"
"5925","0","5.0","9","True","0.225","0.5","0","33","0.5","13.0","31.3","13.3","45.7","1","18.2","142.09","41","59.4","18.0","24.4","4","6","44.9","22.5","2","2216.94","1825","0","Female","Positive"
"5930","50","5.0","4","True","0.0","3.3","2","38","3.3","12.0","18.5","8.6","71.2","2","13.0","48.5","20","28.08","3.2","6.7","10","3","11.2","11.9","5","579.82","1474","0","Male","Neutral"
"5932","9","4.0","6","True","0.5","4.9","2","49","4.9","17.0","22.0","7.3","69.2","4","9.0","58.23","3","42.1","6.0","21.2","6","3","13.3","9.7","2","480.88","2813","0","Female","Positive"
"5933","14","5.0","7","True","0.089420897","2.0","1","25","2.0","4.0","13.1","5.8","83.6","2","4.0","159.05","37","19.9","0.8","0.0","3","0","15.6","5.1","1","629.91","1427","1","Male","Neutral"
"5935","0","4.0","9","True","0.4","1.3","0","34","1.3","7.0","17.8","5.3","67.8","1","11.0","123.68","41","39.2","6.1","4.8","0","0","1.3","15.5","1","1329.6","1338","0","Male","Positive"
"5938","0","5.0","2","True","0.230595238","2.2","1","36","2.2","19.0","27.8","10.3","33.0","5","13.0","128.48","20","19.9","4.6","23.9","3","2","30.3","28.2","2","1713.17","1225","0","Female","Positive"
"5941","0","5.0","5","True","0.147420635","2.1","1","43","2.1","2.0","21.3","4.9","82.8","2","2.6","140.54","69","21.72","5.1","0.0","4","0","0.0","3.3","3","301.55","0","1","Male","Positive"
"5944","0","5.0","8","True","0.45","1.1","0","36","1.1","20.0","27.5","7.6","43.1","3","15.0","7672.78599","90","16.5","3.0","29.8","3","6","45.4","21.2","5","2500.52","3399","0","Female","Positive"
"5946","0","5.0","10","True","0.52","6.3","2","48","6.3","5.0","19.4","5.4","78.2","4","24.7","81.37","2","43.68","10.6","9.1","4","2","2.1","7.9","3","1515.45","845","1","Male","Positive"
"5947","0","5.0","1","True","0.206845238","1.0","0","33","1.0","20.0","34.5","13.2","38.3","4","17.0","201.7","41","32.8","1.6","23.9","3","3","30.4","23.8","2","3432.85","1220","0","Male","Positive"
"5949","0","4.0","3","True","0.2025","2.1","1","33","2.1","3.0","19.3","8.5","46.5","3","9.0","98.1","124","38.5","1.5","3.4","7","0","52.7","12.8","4","1001.91","1028","1","Male","Positive"
"5950","0","5.0","4","True","0.472222222","0.4","0","25","0.4","7.0","12.4","4.6","58.4","4","12.0","148.68","63","12.1","8.3","23.3","7","1","1.4","10.8","1","1461.45","1134","0","Female","Positive"
"5952","0","5.0","6","True","0.52","2.4","1","23","2.4","13.0","13.9","3.9","75.7","1","4.0","218.06","59","51.6","2.6","0.0","6","1","9.2","3.1","2","874.47","835","1","Male","Positive"
"5954","0","5.0","8","True","0.7","4.5","2","53","4.5","21.0","30.1","14.3","72.3","4","13.0","206.74","8","27.8","1.8","32.5","10","6","28.3","12.8","4","2361.89","2388","1","Male","Positive"
"5956","0","5.0","10","True","0.7","1.7","1","30","1.7","4.0","17.3","1.0","46.9","0","6.0","109.94","45","42.7","4.6","3.4","16","1","0.0","3.6","2","629.53","855","1","Male","Positive"
"5968","0","5.0","2","True","0.533333333","6.4","2","32","6.4","7.0","23.0","7.9","70.9","2","8.0","323.16","3","34.9","6.7","15.5","6","0","0.0","11.2","4","2669.98","0","1","Female","Positive"
"5971","0","5.0","5","True","0.353125","2.7","2","18","2.7","21.0","22.6","6.0","39.3","6","14.3","162.75","21","47.16","3.9","16.9","6","1","8.7","18.7","1","1825.21","1053","0","Male","Positive"
"5974","0","4.0","8","False","0.123992674","2.6","2","36","2.6","3.0","32.5","7.5","42.4","7","9.1","92.22","32","32.64","1.8","17.5","7","1","13.5","21.5","4","528.69","1763","0","Female","Positive"
"5978","2","5.0","2","True","0.6","0.9","0","22","0.9","2.0","19.0","10.4","50.4","3","11.0","197.69","53","42.8","3.4","24.9","5","5","26.1","16.6","4","1989.73","0","0","Male","Positive"
"5980","0","4.0","4","True","0.138888889","4.8","2","25","4.8","27.0","46.1","11.3","40.3","7","15.0","110.21","26","51.3","3.3","38.6","2","7","62.7","29.6","4","1681.23","3960","0","Female","Positive"
"5981","0","5.0","5","True","0.5","1.0","0","28","1.0","24.0","44.2","17.4","18.6","4","27.3","161.55","3","66.24","0.3","40.8","2","8","71.9","35.6","2","3206.63","3865","0","Male","Positive"
"5997","0","5.0","1","True","0.55","3.1","2","46","3.1","2.0","16.5","6.4","71.6","0","3.0","158.65","75","23.3","4.0","12.9","6","1","1.0","13.5","3","407.37","1708","1","Male","Positive"
"5999","0","1.0","3","True","-0.055002289","2.9","2","30","2.9","0.0","31.4","8.0","43.7","4","8.0","72.76","5","36.5","12.1","13.6","4","4","0.0","13.6","4","614.95","1583","0","Male","Neutral"
"6001","0","5.0","5","True","0.533333333","0.3","0","18","0.3","12.0","27.5","8.2","65.3","3","12.0","103.77","34","57.1","5.4","22.4","7","5","34.2","10.3","2","1294.32","1416","0","Female","Positive"
"6002","0","3.0","6","True","0.066666667","3.0","2","46","3.0","19.0","37.4","13.6","40.7","6","20.8","59.71","19","8.88","6.6","24.3","5","10","39.7","34.3","3","800.43","2761","0","Female","Neutral"
"6005","0","3.0","9","True","0.233333333","4.0","2","43","4.0","10.0","46.2","9.8","48.1","11","16.0","121.35","9","70.3","2.9","31.3","6","5","7.8","35.2","2","1702.18","1478","0","Male","Positive"
"6006","0","4.0","10","True","0.4","1.0","0","40","1.0","0.0","10.7","7.1","90.2","3","7.8","112.47","3","35.28","6.9","3.7","6","3","0.0","19.1","4","789.75","0","1","Male","Positive"
"6018","5","5.0","2","True","0.277692308","1.4","0","58","1.4","17.0","34.9","11.9","19.4","12","14.0","142.55","5","36.9","8.3","40.6","3","3","63.0","31.4","3","1963.76","2042","0","Male","Positive"
"6019","2","5.0","3","True","0.4375","1.2","0","56","1.2","21.0","29.9","9.0","42.8","8","22.1","102.81","19","88.68","1.8","46.2","10","5","51.0","18.9","5","2093.82","2119","1","Male","Positive"
"6020","0","4.0","4","True","-0.375","0.7","0","46","0.7","15.0","13.8","8.6","62.5","3","8.0","188.29","22","43.6","2.8","27.4","10","1","22.7","15.7","2","1657.27","2911","0","Male","Negative"
"6022","0","5.0","6","True","0.7","0.8","0","18","0.8","27.0","47.9","12.3","42.2","7","23.4","92.21","21","16.08","9.2","35.0","6","2","41.9","36.5","1","1706.88","3758","1","Male","Positive"
"6023","0","5.0","7","True","-0.018131868","0.4","0","31","0.4","24.0","43.5","13.2","42.9","10","31.2","146.47","21","72.0","3.0","29.0","5","4","53.7","22.5","1","3716.13","2144","0","Female","Neutral"
"6026","0","5.0","10","True","0.42","2.0","1","25","2.0","17.0","29.9","7.1","60.2","7","11.0","59.67","2","32.1","0.4","21.6","2","1","38.1","10.9","3","708.89","649","0","Female","Positive"
"6029","0","5.0","3","True","0.3875","2.5","1","46","2.5","20.0","22.5","3.2","63.4","3","11.0","45.96","65","71.9","16.9","10.7","4","2","2.5","19.1","2","519.28","1827","0","Male","Positive"
"6030","0","5.0","4","True","0.4","3.5","2","41","3.5","8.0","19.8","6.3","88.4","4","6.0","102.67","12","23.9","1.7","3.6","4","0","0.0","15.1","2","599.5","1552","1","Female","Positive"
"6031","0","4.0","5","True","0.0","0.5","0","26","0.5","12.0","37.2","7.6","50.2","4","16.0","84.66","10","58.1","23.3","20.5","6","5","15.1","24.2","2","1091.99","3712","0","Male","Neutral"
"6032","0","5.0","6","True","0.347619048","0.8","0","27","0.8","16.0","35.5","12.6","47.8","4","15.0","114.23","48","43.4","2.3","20.5","6","3","42.2","31.0","2","1402.13","2038","0","Female","Positive"
"6038","0","5.0","2","False","0.201923077","0.6","0","25","0.6","16.0","36.6","10.5","52.1","8","18.2","64.59","32","64.68","1.7","36.8","0","3","57.0","32.9","4","932.9","3117","0","Female","Positive"
"6041","0","5.0","5","False","0.26953125","1.6","1","40","1.6","12.0","29.0","9.5","64.9","2","13.0","102.28","14","42.5","9.3","0.0","10","4","32.0","21.7","3","1209.57","1195","0","Female","Positive"
"6044","0","5.0","2","True","0.733333333","3.7","2","40","3.7","7.0","18.4","4.7","74.6","0","4.0","94.67","3","28.8","18.5","0.0","8","0","3.4","0.0","1","410.27","547","1","Male","Positive"
"6050","0","5.0","6","True","0.6375","7.2","2","35","7.2","8.0","23.6","11.4","41.8","6","16.0","100.17","7","40.2","6.8","17.3","7","3","27.5","26.9","2","1411.45","263","0","Female","Positive"
"6052","2","2.0","8","True","0.028061224","2.0","1","43","2.0","9.0","13.2","4.8","80.3","0","3.0","85.64","14","50.3","3.5","1.7","5","0","29.7","1.6","3","218.47","2791","1","Other","Neutral"
"6053","0","4.0","9","True","0.320833333","5.1","2","29","5.1","0.0","24.3","7.7","77.1","3","13.0","93.38","35","28.44","9.3","19.5","6","3","42.4","23.0","1","808.06","3174","0","Male","Positive"
"6056","0","5.0","2","True","0.142857143","0.8","0","45","0.8","1.0","23.2","6.3","89.4","3","5.0","88.39","49","14.8","10.9","26.0","8","3","42.8","15.6","5","455.72","1886","1","Female","Positive"
"6058","0","5.0","4","True","0.111111111","2.2","1","45","2.2","18.0","35.8","9.0","19.3","5","18.2","118.69","7","68.4","15.3","28.0","4","7","29.8","22.8","2","1914.63","3826","0","Female","Positive"
"6063","0","4.0","9","True","0.525","2.0","1","29","2.0","16.0","14.6","6.3","76.7","3","9.0","75.4","28","17.5","3.3","9.8","7","3","15.5","14.7","2","772.83","146","0","Female","Positive"
"6064","0","5.0","10","True","0.0","5.2","2","52","5.2","9.0","32.5","10.3","63.1","1","10.0","81.52","9","31.7","3.4","0.0","3","1","0.0","13.0","5","704.64","1616","0","Male","Neutral"
"6072","0","5.0","8","True","0.1625","2.1","1","27","2.1","19.0","33.8","7.0","36.2","4","10.0","133.04","52","86.0","11.6","21.8","0","4","31.3","19.4","2","1526.93","2351","0","Male","Positive"
"6073","0","5.0","9","True","0.333333333","9.3","2","33","9.3","0.0","18.0","6.4","87.0","1","7.0","151.77","21","30.8","4.4","2.3","4","0","40.1","0.0","1","1013.66","0","1","Female","Positive"
"6075","4","5.0","1","True","0.246266234","0.6","0","45","0.6","22.0","37.2","7.4","57.2","8","20.0","73.17","5","35.8","2.9","54.5","5","4","37.1","27.2","3","1476.41","3051","0","Male","Positive"
"6076","0","5.0","2","True","1.0","0.2","0","35","0.2","10.0","26.7","8.5","52.5","4","11.7","95.78","8","55.92","1.5","10.1","3","3","8.1","12.9","1","831.1","3097","0","Male","Positive"
"6077","0","5.0","3","True","0.466666667","7.9","2","27","7.9","4.0","15.1","5.1","80.1","2","8.0","84.32","24","49.2","3.6","0.0","7","1","5.6","23.8","5","698.54","0","1","Female","Positive"
"6078","0","5.0","4","True","0.5","1.1","0","48","1.1","28.0","47.1","19.4","36.8","9","30.0","133.78","0","40.8","15.5","57.3","7","5","86.4","32.4","1","4270.32","3893","1","Male","Positive"
"6081","0","5.0","7","True","0.56","1.3","0","54","1.3","7.0","12.2","8.2","71.9","4","7.8","153.89","8","30.12","4.1","19.2","2","2","10.5","21.5","4","767.83","2014","0","Female","Positive"
"6082","0","5.0","8","True","0.6","0.4","0","52","0.4","8.0","20.5","7.6","68.4","2","15.0","137.41","49","3.9","20.4","0.0","2","0","29.0","10.7","2","1948.12","0","1","Male","Positive"
"6084","0","5.0","10","True","0.258333333","1.8","1","38","1.8","24.0","51.5","17.4","24.3","9","25.0","221.26","15","39.0","12.1","44.9","2","4","92.5","36.7","2","5016.74","4925","0","Female","Positive"
"6086","0","5.0","2","True","0.516666667","0.5","0","27","0.5","17.0","29.4","13.6","33.2","5","16.0","223.44","13","67.2","3.1","36.2","4","1","30.4","37.4","1","4200.78","2731","0","Female","Positive"
"6099","0","5.0","5","True","0.0","8.0","2","42","8.0","9.0","25.3","8.8","69.4","5","11.0","154.44","43","59.3","21.6","23.8","6","5","28.7","17.3","2","2036.09","473","1","Female","Neutral"
"6102","5","3.0","1","True","0.05","4.8","2","58","4.8","17.0","33.3","9.5","48.6","9","12.0","92.87","2","36.9","8.3","17.9","5","4","49.6","21.7","3","1055.98","1293","0","Male","Neutral"
"6105","3","4.0","4","True","-0.052380952","6.1","2","51","6.1","17.0","32.8","10.8","68.4","5","20.8","82.47","13","39.72","1.3","39.7","3","5","38.2","33.8","1","1121.76","2052","0","Male","Neutral"
"6109","0","5.0","1","True","0.511111111","2.5","1","25","2.5","8.0","25.8","2.5","64.8","2","6.0","150.59","45","74.5","0.6","25.5","8","2","6.6","3.1","5","754.95","2744","0","Male","Positive"
"6111","0","5.0","3","True","0.269387755","3.6","2","50","3.6","27.0","39.5","10.6","48.4","4","17.0","132.91","1","53.6","0.5","36.7","7","6","33.2","34.4","1","2252.46","5321","1","Female","Positive"
"6113","0","5.0","5","True","0.65","5.5","2","42","5.5","4.0","24.9","11.0","55.6","3","10.0","103.14","12","47.8","13.9","13.4","7","3","0.0","20.2","2","869.49","1767","1","Male","Positive"
"6114","0","5.0","6","True","0.15","1.8","1","59","1.8","21.0","40.0","8.8","56.2","7","14.0","178.64","6","60.2","2.3","36.9","3","5","55.5","34.3","2","2060.54","3303","0","Male","Positive"
"6115","0","5.0","7","True","0.7","5.4","2","37","5.4","6.0","12.8","5.5","66.9","4","7.0","77.37","9","49.2","3.5","18.9","7","4","6.9","26.7","1","505.31","1601","0","Male","Positive"
"6121","0","5.0","3","True","0.125","2.1","1","42","2.1","18.0","28.5","7.7","55.1","6","13.0","106.83","26","10.2","8.9","21.8","5","2","27.4","21.5","5","1563.4","3896","0","Female","Positive"
"6134","2","1.0","6","True","-0.054761905","4.5","2","24","4.5","20.0","43.3","10.9","44.6","3","18.0","131.91","2","64.8","3.6","38.6","3","1","69.5","23.0","1","2100.62","2564","0","Female","Neutral"
"6137","0","3.0","9","True","0.004166667","6.3","2","19","6.3","21.0","34.4","11.3","53.8","10","14.0","67.65","4","17.6","8.3","31.6","5","4","32.3","30.4","3","969.59","1464","1","Male","Neutral"
"6138","0","4.0","10","True","0.0","7.7","2","57","7.7","12.0","18.6","4.8","52.3","3","14.0","160.92","33","14.7","8.5","13.2","10","2","42.1","20.7","2","2039.11","752","1","Female","Neutral"
"6139","3","5.0","1","True","0.199404762","6.4","2","44","6.4","1.0","26.5","8.8","47.3","2","9.0","135.86","9","43.9","12.0","16.9","6","3","53.1","24.1","2","1165.82","0","0","Female","Positive"
"6141","0","5.0","3","True","0.461111111","5.3","2","21","5.3","2.0","14.4","5.3","84.9","4","2.0","99.55","9","65.3","1.0","0.0","9","0","0.0","7.8","1","176.81","669","1","Male","Positive"
"6142","0","5.0","4","True","0.278296703","4.3","2","21","4.3","15.0","35.6","11.2","36.5","0","14.0","49.25","68","41.6","12.0","33.1","2","2","12.2","25.7","1","700.38","2257","0","Female","Positive"
"6144","2","4.0","6","True","0.057364865","0.5","0","44","0.5","23.0","33.2","11.3","29.7","5","16.0","121.08","41","43.2","7.1","26.3","2","4","42.4","30.4","5","1980.73","4100","0","Other","Neutral"
"6145","0","5.0","7","True","1.0","0.7","0","59","0.7","5.0","22.5","8.9","70.9","3","8.0","80.15","2","42.1","16.8","26.4","8","1","39.7","18.2","2","652.42","1100","0","Female","Positive"
"6148","0","5.0","10","True","0.033333333","2.8","2","25","2.8","15.0","40.6","13.9","53.6","5","14.0","215.84","18","70.2","5.4","27.9","3","6","24.6","22.3","4","2492.87","3177","0","Female","Neutral"
"6152","0","4.0","4","True","0.116666667","9.0","2","34","9.0","18.0","30.1","7.1","61.0","2","13.0","168.05","80","40.6","7.2","26.8","4","3","33.9","10.7","3","1983.14","1813","0","Female","Positive"
"6154","0","5.0","6","True","0.376190476","2.1","1","46","2.1","10.0","24.0","10.7","61.1","3","18.0","108.51","107","21.5","6.6","25.6","5","0","20.4","26.3","1","1865.21","3298","0","Male","Positive"
"6158","0","5.0","10","True","0.254166667","5.3","2","43","5.3","25.0","21.1","9.4","66.3","2","14.0","136.7","14","59.1","11.5","14.9","10","2","37.3","27.6","3","2136.72","2759","1","Male","Positive"
"6160","0","5.0","2","True","0.0","1.9","1","30","1.9","32.0","50.2","18.6","36.6","7","23.0","101.31","40","33.9","4.8","32.0","0","8","68.9","36.4","2","1911.74","4694","0","Female","Neutral"
"6163","0","5.0","5","True","0.16875","1.7","1","18","1.7","8.0","30.1","5.5","54.2","5","9.0","79.85","50","71.2","7.1","26.6","7","0","30.5","15.1","2","815.88","2361","0","Male","Positive"
"6166","0","3.0","8","True","0.533333333","1.8","1","24","1.8","12.0","49.1","11.5","65.9","8","15.0","75.24","33","90.9","11.1","32.5","6","5","52.9","25.3","3","1277.5","4219","0","Female","Positive"
"6167","0","5.0","9","True","0.4","2.7","2","18","2.7","10.0","32.2","12.4","52.1","8","20.0","87.87","23","29.2","2.6","18.8","5","1","13.4","11.8","1","1853.81","1574","1","Female","Positive"
"6170","0","5.0","2","True","0.190277778","2.0","1","29","2.0","10.0","15.1","9.9","79.2","2","11.0","76.41","2","12.6","10.7","18.7","9","1","4.3","12.2","2","920.08","2105","0","Male","Positive"
"6171","0","5.0","3","True","0.041666667","0.7","0","61","0.7","5.0","26.0","7.5","48.4","7","15.0","77.24","4","47.2","17.3","21.5","4","1","28.2","21.4","1","1390.18","0","0","Male","Neutral"
"6173","0","5.0","5","True","0.160714286","2.8","2","40","2.8","14.0","36.4","7.8","61.3","9","26.0","137.23","22","50.16","5.2","27.8","4","0","33.9","28.8","3","3216.35","3795","0","Female","Positive"
"6174","4","4.0","6","True","0.355357143","6.5","2","42","6.5","12.0","38.0","14.9","40.2","4","18.0","69.76","10","92.7","3.5","23.1","3","5","68.3","21.0","2","1055.44","3337","0","Male","Positive"
"6177","0","5.0","9","True","0.4","5.0","2","23","5.0","15.0","36.8","9.1","46.7","8","13.0","95.74","16","26.9","2.8","24.6","3","7","36.5","28.8","3","1474.23","2713","1","Female","Positive"
"6178","0","4.0","10","True","0.0","1.7","1","55","1.7","14.0","32.2","12.7","50.1","7","14.0","129.56","14","58.2","5.0","32.4","2","2","28.9","11.8","2","1878.38","3498","0","Female","Neutral"
"6179","0","5.0","1","True","0.0","1.6","1","59","1.6","1.0","8.7","1.1","61.7","0","5.0","162.67","12","25.3","7.0","0.0","9","2","31.7","0.1","3","807.14","1449","1","Male","Neutral"
"6181","0","5.0","2","True","0.45","2.4","1","25","2.4","12.0","12.9","3.4","82.8","1","6.0","85.53","74","59.5","22.9","4.0","4","4","0.8","12.1","2","419.78","774","1","Male","Positive"
"6182","0","5.0","3","True","0.566666667","2.3","1","34","2.3","0.0","8.1","2.3","71.4","1","3.9","131.24","31","59.52","17.2","0.0","8","0","0.0","14.6","3","421.75","720","1","Male","Positive"
"6185","0","5.0","6","True","0.4","6.4","2","29","6.4","14.0","38.9","7.6","69.0","2","14.0","165.12","27","43.2","22.0","18.1","9","8","44.1","22.5","3","2347.48","2975","1","Female","Positive"
"6189","0","4.0","10","True","0.25","2.0","1","50","2.0","0.0","26.4","5.3","82.2","1","6.0","130.64","5","42.5","3.0","32.5","6","0","13.6","10.0","2","889.13","106","0","Female","Positive"
"6191","0","5.0","2","True","0.6","1.5","0","31","1.5","23.0","38.1","10.4","31.0","12","18.0","123.61","17","46.3","18.9","32.2","3","3","24.5","31.6","4","2495.26","2045","0","Female","Positive"
"6193","0","5.0","4","True","0.35","4.0","2","38","4.0","1.0","29.2","10.7","64.3","3","11.0","109.1","15","69.7","8.3","10.7","7","3","24.9","8.0","3","1038.08","784","0","Female","Positive"
"6194","0","4.0","5","True","0.51","1.3","0","48","1.3","10.0","27.4","10.5","51.9","7","11.0","141.58","1","28.4","5.8","6.0","5","4","26.8","22.9","2","1539.95","484","0","Female","Positive"
"6195","0","5.0","6","True","0.65","1.5","0","39","1.5","12.0","25.4","6.8","41.2","1","8.0","101.17","23","23.6","2.1","17.6","7","1","41.8","12.1","2","701.68","2266","0","Female","Positive"
"6196","0","5.0","7","True","0.5","5.9","2","19","5.9","24.0","30.3","12.3","38.7","5","20.0","69.78","8","52.8","6.6","29.8","5","1","35.8","19.7","2","1571.89","2711","0","Female","Positive"
"6197","0","5.0","8","True","0.525","8.0","2","28","8.0","13.0","31.2","12.6","54.7","4","11.0","112.27","63","14.1","4.1","20.3","13","2","27.4","27.0","1","1257.36","2116","0","Female","Positive"
"6198","0","5.0","9","True","0.083333333","2.3","1","37","2.3","14.0","19.2","4.3","74.4","3","24.7","168.39","4","18.36","3.1","28.0","4","6","36.5","15.3","2","3820.9","2379","0","Female","Neutral"
"6199","0","5.0","10","True","0.55","4.8","2","37","4.8","6.0","29.7","7.6","46.6","2","8.0","46.7","12","81.4","7.8","0.2","9","0","31.3","13.0","3","396.36","989","0","Female","Positive"
"6201","0","5.0","2","True","0.110714286","1.5","0","21","1.5","26.0","52.3","18.3","26.1","9","24.0","163.66","8","41.1","4.7","50.2","3","10","54.6","37.3","2","4667.93","3972","0","Female","Positive"
"6202","0","5.0","3","True","0.104166667","1.2","0","44","1.2","0.0","18.2","10.5","73.3","0","13.0","140.96","15","26.7","2.0","20.3","13","0","0.0","13.0","3","1734.51","1432","1","Female","Positive"
"6206","0","5.0","7","True","0.633333333","2.5","1","43","2.5","7.0","18.7","3.5","79.4","0","7.0","164.82","43","11.2","8.4","4.3","7","2","38.9","9.7","1","1350.13","193","1","Female","Positive"
"6209","0","5.0","10","True","0.5","0.339812942","0","36","0.339812942","5.0","18.4","6.6","55.0","2","71.5","74.21","41","56.76","83.21344277","7.4","6","3","41.9","10.6","2","437.2","0","0","Male","Positive"
"6212","0","5.0","3","True","0.4","2.8","2","46","2.8","6.0","29.4","12.1","48.8","2","16.0","115.01","2","48.6","2.0","12.9","6","4","36.7","18.9","4","1676.43","3007","0","Male","Positive"
"6223","0","5.0","3","True","0.533333333","2.2","1","40","2.2","23.0","42.5","11.1","37.9","7","23.0","117.21","8","17.3","7.8","39.3","2","2","49.5","24.5","4","2350.09","2389","0","Female","Positive"
"6224","0","4.0","4","True","0.29","2.3","1","22","2.3","17.0","25.1","8.3","45.6","5","8.0","117.23","58","27.0","5.1","29.4","2","3","37.9","17.6","2","991.5","1947","1","Male","Positive"
"6225","0","5.0","5","True","0.35","1.5","0","31","1.5","17.0","36.6","13.0","53.1","10","15.0","234.28","16","12.9","6.5","37.0","10","2","45.9","27.8","2","3543.99","2193","1","Female","Positive"
"6231","0","5.0","1","True","0.45","1.3","0","50","1.3","11.0","31.1","12.2","74.4","3","15.0","125.97","39","22.3","0.2","22.8","3","1","35.2","20.2","1","1553.58","1146","0","Male","Positive"
"6232","0","5.0","2","True","0.6","3.2","2","41","3.2","16.0","20.2","9.0","68.1","3","13.0","150.14","33","54.6","8.2","0.0","5","2","13.4","7.6","2","1353.01","1155","1","Female","Positive"
"6235","0","5.0","5","True","0.324285714","4.1","2","51","4.1","10.0","26.4","11.2","42.3","4","12.0","224.97","65","85.6","7.0","8.4","6","4","28.0","25.7","1","2889.26","2982","1","Female","Positive"
"6236","0","5.0","6","True","0.265238095","1.9","1","43","1.9","22.0","32.0","9.2","42.6","5","14.0","89.76","31","35.2","9.0","21.3","3","2","51.2","20.8","1","1085.11","1172","0","Male","Positive"
"6237","0","5.0","7","True","0.4","2.5","1","54","2.5","4.0","17.9","6.3","62.5","1","17.0","123.03","56","6.9","5.6","0.5","6","2","28.2","15.4","5","2054.17","1535","1","Female","Positive"
"6238","0","3.0","8","True","0.125","5.2","2","44","5.2","9.0","24.5","13.6","45.0","3","14.3","128.85","15","10.44","5.6","35.1","4","2","1.8","1.7","2","1291.86","1002","1","Male","Positive"
"6240","0","5.0","10","True","0.433333333","2.4","1","65","2.4","3.0","14.6","4.5","81.3","2","17.0","143.92","23","45.7","8.6","13.0","5","1","26.8","14.8","5","2718.14","3147","1","Male","Positive"
"6241","7","5.0","1","True","0.235378788","0.8","0","48","0.8","14.0","28.4","8.1","71.4","8","16.0","174.97","15","27.3","1.8","21.9","4","2","36.7","22.1","1","2517.16","1154","0","Male","Positive"
"6245","18","5.0","5","True","0.064130435","2.3","1","41","2.3","14.0","17.3","5.1","66.7","3","8.0","40.7","10","61.2","3.0","26.9","10","5","37.2","7.8","2","382.21","289","0","Female","Neutral"
"6246","0","5.0","6","True","0.436666667","1.3","0","39","1.3","24.0","23.3","10.8","67.7","2","17.0","73.79","39","10.3","3.6","13.6","12","2","37.7","26.9","3","1378.22","2889","0","Female","Positive"
"6250","0","5.0","10","True","0.333333333","4.1","2","46","4.1","15.0","19.0","14.1","44.5","13","11.0","179.74","8","41.2","4.8","22.5","3","4","34.1","14.2","1","1674.36","2897","0","Female","Positive"
"6253","0","5.0","3","True","0.298717949","0.5","0","28","0.5","15.0","37.6","7.3","27.3","7","17.0","219.87","28","41.2","11.8","10.8","5","5","41.6","19.9","4","3962.96","3389","0","Female","Positive"
"6257","0","5.0","7","True","0.35","2.9","2","22","2.9","24.0","50.3","18.5","42.2","11","25.0","118.47","19","27.8","4.7","30.9","2","7","70.5","37.1","1","2720.84","2288","1","Female","Positive"
"6261","2","5.0","1","True","0.7","1.7","1","62","1.7","11.0","24.3","12.8","36.6","7","19.0","97.87","21","59.1","1.7","31.5","6","2","40.1","25.7","2","2047.71","2677","1","Male","Positive"
"6262","0","5.0","2","True","0.65","1.8","1","51","1.8","0.0","18.0","1.0","73.3","3","9.0","51.31","11","26.8","4.0","7.0","7","0","0.5","14.1","2","510.41","1920","0","Male","Positive"
"6264","0","4.0","4","True","0.35","5.0","2","38","5.0","8.0","18.9","7.8","65.8","4","9.0","178.87","53","19.7","12.1","0.0","2","3","17.1","17.7","3","1630.62","1661","0","Female","Positive"
"6266","0","5.0","6","True","0.421428571","2.7","2","58","2.7","13.0","49.2","15.6","29.9","10","33.8","116.97","14","38.28","9.4","52.2","4","5","42.3","39.7","2","3542.73","3411","0","Male","Positive"
"6270","0","5.0","10","True","0.466666667","2.3","1","40","2.3","8.0","26.9","6.8","73.8","4","8.0","140.33","13","30.9","2.2","11.9","5","3","36.9","15.3","3","1127.86","1480","0","Female","Positive"
"6272","0","5.0","2","True","0.316666667","4.2","2","33","4.2","3.0","7.0","1.0","70.1","0","5.0","185.37","1","12.8","8.9","0.0","10","0","8.5","6.6","3","758.66","1768","1","Male","Positive"
"6278","2","4.0","8","True","0.018636364","1.9","1","38","1.9","19.0","36.1","15.3","58.3","9","14.0","125.52","40","19.8","9.2","29.2","5","3","36.1","23.1","2","1690.32","3463","0","Male","Neutral"
"6279","0","4.0","9","True","0.133333333","1.1","0","25","1.1","30.0","34.6","14.2","36.8","9","19.0","124.27","11","50.9","7.8","43.2","4","5","60.0","30.9","4","2426.2","3209","0","Female","Positive"
"6282","0","5.0","2","True","0.233636364","6.0","2","49","6.0","3.0","13.5","4.7","61.8","0","11.0","103.82","62","49.0","9.5","0.0","6","0","0.0","5.2","3","1168.82","1588","1","Female","Positive"
"6284","0","5.0","4","True","0.383333333","0.6","0","51","0.6","11.0","30.8","11.4","35.9","2","15.0","113.18","18","30.5","7.8","33.4","3","2","47.2","18.0","4","1454.88","1049","1","Male","Positive"
